,id,age,income,children,gender,region,married,car,savings_acct,current_acct,mortgage,pep,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
324,ID12425,0.37,0.40,0.00,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
325,ID12426,0.12,0.08,0.00,FEMALE,TOWN,NO,NO,NO,YES,NO,YES,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
326,ID12427,0.43,0.51,0.33,MALE,INNER_CITY,YES,NO,YES,NO,YES,YES,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
327,ID12428,0.12,0.28,0.00,MALE,INNER_CITY,YES,NO,NO,YES,YES,YES,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
328,ID12429,0.80,0.79,0.33,FEMALE,RURAL,NO,NO,YES,NO,YES,YES,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
329,ID12430,0.18,0.23,1.00,FEMALE,TOWN,YES,NO,NO,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
330,ID12431,0.98,0.82,1.00,FEMALE,RURAL,YES,YES,YES,YES,NO,YES,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
331,ID12432,0.00,0.11,0.67,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
332,ID12433,0.31,0.42,0.00,FEMALE,TOWN,YES,NO,YES,NO,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
333,ID12434,0.61,0.22,0.67,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
334,ID12435,0.10,0.28,0.33,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,YES,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
335,ID12436,0.53,0.37,0.33,MALE,TOWN,YES,NO,YES,NO,YES,YES,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
336,ID12437,0.43,0.38,0.67,MALE,INNER_CITY,YES,NO,NO,NO,YES,NO,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
337,ID12438,0.96,0.57,0.33,MALE,INNER_CITY,YES,YES,YES,NO,YES,NO,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
338,ID12439,0.86,0.56,0.67,MALE,SUBURBAN,YES,YES,YES,YES,YES,YES,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
339,ID12440,0.04,0.23,0.00,MALE,INNER_CITY,YES,NO,NO,YES,YES,YES,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
340,ID12441,0.55,0.41,0.00,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,NO,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
341,ID12442,0.98,0.75,0.33,MALE,RURAL,YES,YES,YES,NO,NO,YES,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
342,ID12443,0.94,0.83,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
343,ID12444,0.67,0.25,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
344,ID12445,0.33,0.32,0.67,MALE,RURAL,YES,YES,YES,YES,NO,NO,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
345,ID12446,0.96,0.64,0.33,FEMALE,TOWN,YES,NO,YES,YES,NO,YES,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
346,ID12447,0.65,0.60,0.00,MALE,RURAL,YES,YES,YES,NO,YES,NO,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
347,ID12448,0.98,0.69,0.00,FEMALE,INNER_CITY,YES,NO,YES,NO,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
348,ID12449,0.92,0.57,0.00,MALE,INNER_CITY,YES,NO,YES,NO,YES,NO,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
349,ID12450,0.71,0.33,0.33,FEMALE,INNER_CITY,NO,NO,NO,YES,NO,YES,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
350,ID12451,0.31,0.45,0.00,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,YES,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
351,ID12452,0.41,0.33,0.00,MALE,TOWN,YES,NO,YES,YES,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
352,ID12453,0.78,0.34,0.33,FEMALE,RURAL,NO,NO,YES,YES,YES,NO,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
353,ID12454,0.61,0.65,0.33,MALE,TOWN,NO,YES,YES,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
354,ID12455,0.63,0.43,0.00,FEMALE,SUBURBAN,YES,YES,NO,YES,YES,YES,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
355,ID12456,0.73,0.78,0.67,FEMALE,RURAL,YES,NO,YES,YES,YES,YES,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
356,ID12457,0.47,0.31,0.00,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,NO,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
357,ID12458,0.02,0.08,0.00,MALE,RURAL,NO,NO,YES,YES,NO,YES,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
358,ID12459,0.69,0.50,1.00,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,NO,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
359,ID12460,0.69,0.31,0.33,FEMALE,INNER_CITY,YES,YES,YES,NO,NO,YES,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
360,ID12461,0.94,0.80,0.67,FEMALE,TOWN,NO,YES,YES,YES,NO,YES,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
361,ID12462,0.78,0.26,1.00,MALE,TOWN,YES,NO,YES,YES,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
362,ID12463,0.78,0.42,0.67,MALE,TOWN,YES,NO,NO,YES,NO,NO,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
363,ID12464,0.02,0.13,0.00,FEMALE,TOWN,YES,NO,YES,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
364,ID12465,0.78,0.80,0.33,FEMALE,TOWN,YES,YES,YES,NO,NO,YES,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
365,ID12466,0.18,0.21,0.67,MALE,INNER_CITY,YES,YES,YES,NO,NO,YES,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
366,ID12467,0.84,0.43,0.33,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,YES,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
367,ID12468,0.78,0.74,0.00,MALE,INNER_CITY,YES,YES,YES,YES,YES,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
368,ID12469,0.06,0.11,0.00,MALE,TOWN,YES,NO,YES,YES,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
369,ID12470,0.94,0.50,1.00,MALE,INNER_CITY,YES,NO,YES,NO,YES,NO,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
370,ID12471,0.90,0.72,0.00,MALE,INNER_CITY,YES,NO,YES,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
371,ID12472,0.53,0.58,0.67,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
372,ID12473,0.12,0.05,0.00,FEMALE,INNER_CITY,NO,NO,NO,NO,NO,YES,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
373,ID12474,0.69,0.40,0.00,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
374,ID12475,1.00,0.73,0.67,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,YES,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
375,ID12476,0.47,0.27,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
376,ID12477,0.82,0.49,0.33,FEMALE,TOWN,NO,NO,NO,NO,YES,YES,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
377,ID12478,0.45,0.34,0.67,MALE,INNER_CITY,NO,NO,NO,YES,NO,NO,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
378,ID12479,0.02,0.22,0.00,MALE,SUBURBAN,YES,NO,NO,YES,YES,YES,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
379,ID12480,0.04,0.08,1.00,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
380,ID12481,0.78,0.37,0.00,FEMALE,TOWN,NO,YES,YES,YES,NO,YES,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
381,ID12482,0.57,0.47,0.67,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
382,ID12483,0.24,0.17,0.33,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
383,ID12484,0.45,0.51,0.33,FEMALE,TOWN,YES,YES,YES,YES,NO,YES,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
384,ID12485,0.37,0.38,0.00,FEMALE,TOWN,YES,NO,NO,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
385,ID12486,0.80,0.57,1.00,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,NO,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
386,ID12487,0.63,0.18,0.00,MALE,INNER_CITY,NO,NO,NO,YES,NO,NO,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
387,ID12488,0.88,0.43,0.33,MALE,INNER_CITY,NO,YES,NO,NO,NO,YES,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
388,ID12489,0.22,0.17,0.00,MALE,INNER_CITY,NO,YES,NO,YES,NO,YES,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
389,ID12490,0.61,0.19,0.00,FEMALE,INNER_CITY,YES,NO,YES,NO,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
390,ID12491,0.78,0.68,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
391,ID12492,0.45,0.30,0.00,MALE,TOWN,NO,YES,NO,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
392,ID12493,0.82,0.57,1.00,FEMALE,TOWN,YES,YES,YES,NO,NO,NO,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
393,ID12494,0.86,0.29,0.67,FEMALE,INNER_CITY,YES,YES,YES,NO,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
394,ID12495,0.82,0.35,0.00,FEMALE,SUBURBAN,NO,YES,NO,NO,YES,YES,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
395,ID12496,1.00,0.32,1.00,FEMALE,TOWN,YES,YES,NO,NO,YES,NO,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
396,ID12497,0.45,0.36,0.00,MALE,RURAL,YES,YES,YES,NO,NO,NO,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
397,ID12498,0.61,0.50,0.67,MALE,INNER_CITY,YES,NO,YES,YES,NO,YES,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
398,ID12499,0.94,0.90,0.33,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
399,ID12500,0.51,0.57,0.00,MALE,TOWN,YES,YES,YES,NO,YES,NO,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
400,ID12501,0.33,0.25,0.00,FEMALE,RURAL,NO,NO,NO,YES,YES,YES,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
401,ID12502,0.16,0.25,1.00,MALE,RURAL,NO,YES,NO,NO,YES,NO,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
402,ID12503,0.61,0.58,0.00,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
403,ID12504,0.35,0.27,0.00,MALE,INNER_CITY,NO,NO,NO,NO,YES,YES,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
404,ID12505,0.12,0.15,1.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,YES,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
405,ID12506,0.59,0.54,1.00,MALE,SUBURBAN,YES,YES,YES,YES,NO,YES,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
406,ID12507,0.69,0.70,0.33,MALE,SUBURBAN,NO,NO,YES,YES,NO,YES,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
407,ID12508,0.27,0.30,0.00,MALE,SUBURBAN,NO,NO,YES,YES,NO,YES,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
408,ID12509,0.47,0.29,0.33,FEMALE,SUBURBAN,YES,YES,NO,NO,NO,YES,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
409,ID12510,0.10,0.10,0.67,MALE,SUBURBAN,YES,NO,YES,NO,NO,NO,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
410,ID12511,0.18,0.23,0.33,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,YES,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
411,ID12512,0.08,0.04,0.00,MALE,INNER_CITY,NO,YES,YES,YES,YES,NO,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
412,ID12513,1.00,0.91,0.67,FEMALE,INNER_CITY,NO,YES,YES,YES,NO,YES,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
413,ID12514,0.16,0.20,0.00,FEMALE,INNER_CITY,YES,YES,NO,YES,NO,YES,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
414,ID12515,0.82,0.71,0.00,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,NO,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
415,ID12516,0.18,0.26,0.00,MALE,RURAL,YES,NO,YES,YES,YES,NO,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
416,ID12517,0.37,0.13,0.33,MALE,INNER_CITY,NO,NO,YES,NO,YES,NO,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
417,ID12518,0.27,0.31,0.33,MALE,RURAL,YES,YES,NO,NO,NO,YES,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1
418,ID12519,0.20,0.36,0.67,FEMALE,TOWN,YES,YES,YES,NO,NO,YES,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
419,ID12520,0.80,0.29,0.00,MALE,TOWN,YES,NO,YES,YES,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
420,ID12521,0.94,0.76,0.00,MALE,INNER_CITY,YES,YES,YES,YES,YES,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
421,ID12522,0.63,0.63,0.33,MALE,INNER_CITY,NO,NO,YES,NO,NO,YES,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
422,ID12523,0.08,0.11,0.33,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
423,ID12524,0.82,0.67,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
424,ID12525,0.04,0.21,0.33,MALE,TOWN,NO,YES,NO,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
425,ID12526,0.53,0.44,0.00,FEMALE,RURAL,YES,NO,YES,YES,NO,NO,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
426,ID12527,0.96,0.43,1.00,FEMALE,TOWN,YES,NO,YES,NO,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
427,ID12528,0.71,0.47,0.67,FEMALE,INNER_CITY,YES,YES,NO,NO,NO,YES,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
428,ID12529,0.33,0.21,0.33,FEMALE,INNER_CITY,YES,YES,NO,YES,YES,YES,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
429,ID12530,0.35,0.39,0.67,MALE,RURAL,NO,NO,YES,YES,YES,NO,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
430,ID12531,0.61,0.41,0.00,MALE,TOWN,YES,NO,YES,NO,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
431,ID12532,0.94,0.92,0.33,FEMALE,TOWN,YES,YES,YES,YES,NO,YES,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
432,ID12533,0.57,0.20,0.00,MALE,TOWN,NO,YES,YES,YES,YES,NO,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
433,ID12534,0.49,0.40,0.00,FEMALE,RURAL,YES,NO,NO,YES,YES,YES,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
434,ID12535,0.59,0.31,0.00,MALE,INNER_CITY,YES,YES,YES,NO,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
435,ID12536,0.10,0.12,0.67,MALE,TOWN,NO,YES,YES,YES,YES,NO,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
436,ID12537,0.35,0.20,0.00,MALE,INNER_CITY,YES,YES,NO,NO,YES,YES,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
437,ID12538,0.94,0.45,0.33,FEMALE,INNER_CITY,NO,YES,YES,NO,YES,YES,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
438,ID12539,0.00,0.12,0.33,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,NO,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
439,ID12540,0.02,0.18,0.33,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
440,ID12541,0.45,0.42,0.33,MALE,INNER_CITY,YES,NO,YES,NO,YES,YES,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
441,ID12542,0.59,0.68,0.00,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
442,ID12543,0.51,0.54,0.00,FEMALE,RURAL,YES,YES,YES,YES,NO,NO,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
443,ID12544,0.41,0.49,0.00,MALE,TOWN,NO,YES,NO,YES,YES,YES,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
444,ID12545,0.06,0.19,0.00,FEMALE,RURAL,YES,NO,YES,YES,NO,YES,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
445,ID12546,0.45,0.46,0.00,MALE,RURAL,YES,YES,YES,YES,NO,NO,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
446,ID12547,0.69,0.67,0.00,FEMALE,TOWN,YES,NO,YES,YES,NO,NO,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
447,ID12548,0.35,0.44,0.67,FEMALE,TOWN,YES,NO,NO,YES,NO,YES,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
448,ID12549,0.71,0.76,1.00,MALE,RURAL,YES,YES,YES,NO,NO,YES,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
449,ID12550,0.41,0.50,0.00,FEMALE,RURAL,NO,YES,YES,YES,NO,YES,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
450,ID12551,0.49,0.41,1.00,MALE,INNER_CITY,YES,YES,NO,NO,NO,NO,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
451,ID12552,0.51,0.58,0.00,MALE,TOWN,NO,YES,YES,NO,YES,NO,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
452,ID12553,0.84,0.38,0.00,FEMALE,INNER_CITY,NO,NO,NO,YES,NO,YES,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
453,ID12554,0.84,0.80,0.00,FEMALE,RURAL,NO,YES,YES,YES,YES,NO,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
454,ID12555,0.12,0.20,0.00,MALE,INNER_CITY,NO,NO,YES,YES,YES,NO,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
455,ID12556,0.18,0.12,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
456,ID12557,0.29,0.14,0.00,FEMALE,TOWN,YES,YES,YES,YES,YES,NO,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
457,ID12558,0.96,0.97,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
458,ID12559,0.00,0.15,0.33,MALE,SUBURBAN,NO,NO,YES,YES,NO,NO,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
459,ID12560,0.98,0.72,0.33,MALE,TOWN,YES,NO,YES,YES,NO,YES,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
460,ID12561,0.47,0.32,0.00,MALE,INNER_CITY,YES,YES,NO,YES,YES,YES,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
461,ID12562,0.94,0.34,0.00,FEMALE,SUBURBAN,YES,YES,YES,NO,YES,NO,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
462,ID12563,0.10,0.22,0.00,FEMALE,INNER_CITY,YES,YES,NO,YES,YES,YES,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
463,ID12564,0.22,0.18,0.67,FEMALE,RURAL,YES,YES,NO,YES,NO,NO,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
464,ID12565,0.20,0.27,0.00,MALE,TOWN,NO,YES,YES,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
465,ID12566,0.80,0.40,0.67,FEMALE,TOWN,YES,YES,YES,YES,YES,NO,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
466,ID12567,0.41,0.29,0.00,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
467,ID12568,0.33,0.13,1.00,FEMALE,SUBURBAN,NO,NO,YES,YES,NO,YES,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
468,ID12569,0.51,0.17,0.00,MALE,SUBURBAN,YES,NO,NO,YES,NO,YES,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
469,ID12570,0.92,0.56,1.00,MALE,TOWN,NO,YES,YES,YES,NO,NO,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
470,ID12571,0.90,0.63,0.00,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
471,ID12572,0.67,0.35,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
472,ID12573,0.88,0.28,0.67,MALE,INNER_CITY,YES,YES,YES,NO,NO,NO,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
473,ID12574,0.47,0.39,0.00,FEMALE,TOWN,NO,NO,YES,YES,NO,YES,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
474,ID12575,0.27,0.30,0.33,FEMALE,TOWN,NO,YES,YES,YES,YES,YES,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
475,ID12576,0.31,0.12,0.67,FEMALE,TOWN,YES,NO,YES,YES,YES,NO,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
476,ID12577,0.51,0.36,0.33,MALE,RURAL,NO,NO,NO,YES,NO,YES,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
477,ID12578,0.45,0.39,0.00,MALE,INNER_CITY,YES,NO,YES,YES,YES,NO,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
478,ID12579,0.59,0.32,0.67,MALE,TOWN,YES,NO,YES,YES,YES,NO,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
479,ID12580,0.57,0.66,0.33,MALE,TOWN,NO,YES,YES,YES,NO,YES,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
480,ID12581,0.24,0.11,0.67,MALE,RURAL,YES,NO,NO,YES,YES,NO,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
481,ID12582,0.59,0.68,0.67,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
482,ID12583,0.53,0.48,0.00,MALE,RURAL,NO,NO,YES,YES,YES,NO,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
483,ID12584,0.10,0.20,0.00,MALE,RURAL,YES,YES,YES,NO,NO,NO,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
484,ID12585,0.20,0.28,0.33,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,YES,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
485,ID12586,0.94,0.77,0.00,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
486,ID12587,0.35,0.29,0.00,FEMALE,TOWN,YES,NO,YES,NO,YES,NO,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
